Start_Time,End_Time,PROGRAM/AD/SONGS,TIMELINE
13:40:48,13:44:11,"SONG: JODI PORUTHAM, LAKSHMIKANTH M, AANPAAVAM POLLATHATHU, SAREGAMA INDIA LTD, 2025, TAMIL",13:40:48-13:44:11
13:44:11,13:44:27,JINGLE: RADIO CITY,13:44:11-13:44:27
13:44:27,13:47:52,"SONG: VAZHITHUNAIYE, SID SRIRAM & SANJANA KALMANJE, DRAGON, THINK MUSIC INDIA, 2025, TAMIL",13:44:27-13:47:52
13:47:52,13:48:09,JINGLE: RADIO CITY,13:47:52-13:48:09
13:48:09,13:52:50,"SONG: KAALATHUKKUM NEE VENUM, SILAMBARASAN TR & RAKSHITA SURESH, VENDHU THANINDHATHU KAADU, THINK MUSIC, 2022, TAMIL",13:48:09-13:52:50
13:52:50,13:53:23,JINGLE: RADIO CITY,13:52:50-13:53:23
13:53:23,13:55:57,"SONG:PAANDI PAARTHEN, SEAN ROLDAN & SHWETA MOHAN, PA PAANDI, WUNDERBAR FILMS, 2017, TAMIL",13:53:23-13:55:57
13:55:57,13:56:01,JINGLE: RADIO CITY,13:55:57-13:56:01
13:56:01,13:56:27,"AD: RADIO CITY, BUSINESS TITANS, RADIO, ENTERTAINMENT",13:56:01-13:56:27
13:56:27,13:57:29,"AD: RADIOCITY, PONMAALAI POZHUDHU, RADIO, ENTERTAINMENT",13:56:27-13:57:29
13:57:29,13:57:34,"AD: ASTRA HEARING CARE, HEARING DIAGNOSTICS, SERVICE-MEDICAL, HEALTHCARE",13:57:29-13:57:34
13:57:34,13:57:43,JINGLE: RADIO CITY,13:57:34-13:57:43
13:57:43,13:57:48,"AD: DAVA INDIA, GENERIC PHARMACY, PHARMACEUTICALS, HEALTHCARE",13:57:43-13:57:48
13:57:48,13:57:54,"AD: THE EYE FOUNDATION, EYE CARE CLINIC, SERVICE-MEDICAL, HEALTHCARE",13:57:48-13:57:54
13:57:54,13:58:00,"AD: DR KAMATCHI HOSPITAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",13:57:54-13:58:00
13:58:00,13:58:04,JINGLE: RADIO CITY,13:58:00-13:58:04
13:58:04,13:58:14,"AD: SA COLLEGE OF ARTS & SCIENCE, UG & PG COURSES, HIGHER EDUCATION, EDUCATION",13:58:04-13:58:14
13:58:14,13:58:30,"AD: HOTEL VIRUDUNAGAR, HOTEL & ACCOMMODATION, HOSPITALITY & RESORT, TRAVEL & TOURISM",13:58:14-13:58:30
13:58:30,13:58:45,"AD: ANUJ TILES, CERAMIC TILES, BUILDING MATERIALS, CONSTRUCTIONS",13:58:30-13:58:45
13:58:45,13:58:56,"AD: JOYALUKKAS, GOLD & DIAMOND JEWELLERY, ACCESSORIES-JEWELLERY, ACCESSORIES",13:58:45-13:58:56
13:58:56,13:59:09,JINGLE: RADIO CITY,13:58:56-13:59:09
13:59:03,13:59:09,JINGLE: RATHAMAREY SONG INTRO,13:59:03-13:59:09
13:59:09,13:59:59,"SONG: RATHA MAAREY, VISHAL MISHRA & ANIRUDH RAVICHANDER & VIGNESH SHIVAN, JAILER, SUN PICTURES, 2023, TAMIL",13:59:09-13:59:59
14:00:00,14:03:13,"SONG: RATHA MAAREY, VISHAL MISHRA & ANIRUDH RAVICHANDER & VIGNESH SHIVAN, JAILER, SUN PICTURES, 2023, TAMIL",14:00:00-14:03:13
14:03:13,14:04:16,JINGLE: RADIO CITY,14:03:13-14:04:16
14:04:16,14:07:58,"SONG: MAKKAMISHI, HARRIS JAYARAJ & PAAL DABBA, BROTHER, PRINCE PICTURES, 2024, TAMIL",14:04:16-14:07:58
14:07:58,14:08:05,JINGLE: RADIO CITY,14:07:58-14:08:05
14:08:05,14:08:09,JINGLE: RADIO CITY,14:08:05-14:08:09
14:08:09,14:10:02,"PROGRAM: THANK YOU DOCTOR, RJ SHAKTI",14:08:09-14:10:02
14:10:02,14:12:36,"SONG: JUJUBEE, ANIRUDH RAVICHANDER & DHEE & SUPER SUBU, JAILER, SUN PICTURES, 2023, TAMIL",14:10:02-14:12:36
14:12:36,14:12:57,JINGLE: RADIO CITY,14:12:36-14:12:57
14:12:57,14:16:18,"SONG: CHIKITU, ANIRUDH RAVICHANDER & T. RAJENDAR & ARIVU, COOLIE, SUN PICTURES, 2025, TAMIL",14:12:57-14:16:18
14:16:18,14:16:21,JINGLE: RADIO CITY,14:16:18-14:16:21
14:16:21,14:16:57,"AD: RADIOCITY, REEL STAR, RADIO, ENTERTAINMENT",14:16:21-14:16:57
14:16:57,14:17:04,"AD: CANARA BANK, BANKING SERVICES, BANKING & FINANCE, FINANCE",14:16:57-14:17:04
14:17:04,14:17:09,"AD: ASTRA HEARING CARE, HEARING DIAGNOSTICS, SERVICE-MEDICAL,Â HEALTHCARE",14:17:04-14:17:09
14:17:09,14:17:14,"AD: FRESHEY'S, IDLI AND DOSA BATTER, FOOD PRODUCTS,Â FMCG",14:17:09-14:17:14
14:17:14,14:17:20,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES,Â EDUCATION",14:17:14-14:17:20
14:17:20,14:17:24,JINGLE: RADIO CITY,14:17:20-14:17:24
14:17:24,14:18:05,"AD: RADIO CITY, BUSINESS TITANS, RADIO, ENTERTAINMENT",14:17:24-14:18:05
14:18:05,14:18:16,"AD: SA COLLEGE OF ARTS & SCIENCE, UG & PG COURSES, HIGHER EDUCATION,Â EDUCATION",14:18:05-14:18:16
14:18:16,14:18:36,"AD: MALABAR GOLD AND DIAMONDS, GOLD & DIAMOND JEWELLERY, ACCESSORIES-JEWELLERY, ACCESSORIES",14:18:16-14:18:36
14:18:36,14:18:51,"AD: HOTEL VIRUDUNAGAR, HOTEL & ACCOMMODATION, HOSPITALITY & RESORT, TRAVELÂ &Â TOURISM",14:18:36-14:18:51
14:18:51,14:19:04,JINGLE: KUMARI SONG INTRO,14:18:51-14:19:04
14:19:04,14:23:19,"SONG: KUMARI, HARRIS JAYARAJ & SHANKAR MAHADEVAN & HARINI, ANNIYAN, SREE ASCAR FILMS, 2005, TAMIL",14:19:04-14:23:19
14:23:19,14:24:07,"AD: RADIO CITY, LOVE SHOT BY LOVE GURU, RADIO, ENTERTAINMENT",14:23:19-14:24:07
14:24:07,14:24:12,JINGLE: RADIO CITY,14:24:07-14:24:12
14:24:12,14:24:19,JINGLE: RADIO CITY,14:24:12-14:24:19
14:24:19,14:24:30,"AD: SA COLLEGE OF ARTS & SCIENCE, UG & PG COURSES, HIGHER EDUCATION,Â EDUCATION",14:24:19-14:24:30
14:24:30,14:24:45,"AD: HOTEL VIRUDUNAGAR, HOTEL & ACCOMMODATION, HOSPITALITY & RESORT, TRAVELÂ &Â TOURISM",14:24:30-14:24:45
14:24:45,14:25:05,"AD: MALABAR GOLD AND DIAMONDS, GOLD & DIAMOND JEWELLERY, ACCESSORIES-JEWELLERY, ACCESSORIES",14:24:45-14:25:05
14:25:05,14:25:15,"AD: DAVA INDIA, GENERIC MEDICINES, PHARMACEUTICALS, HEALTHCARE",14:25:05-14:25:15
14:25:15,14:25:21,"AD: THE EYE FOUNDATION, EYE CARE CLINIC, SERVICE-MEDICAL,Â HEALTHCARE",14:25:15-14:25:21
14:25:21,14:25:27,"AD: DR KAMATCHI HOSPTIAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL,Â HEALTHCARE",14:25:21-14:25:27
14:25:27,14:25:38,JINGLE: RADIO CITY,14:25:27-14:25:38
14:25:38,14:29:13,"SONG: VAA VAATHI, G.V. PRAKASH KUMAR & SHWETA MOHAN & DHANUSH, VAATHI, SITHARA ENTERTAINMENTS & FORTUNE FOUR CINEMA, 2023, TAMIL",14:25:38-14:29:13
14:29:13,14:29:30,JINGLE: RADIO CITY,14:29:13-14:29:30
14:29:30,14:33:05,"SONG: VINMEEN, ABHAY JODHPURKAR & SAINDHAVI PRAKASH, THEGIDI, THINK MUSIC, 2014, TAMIL",14:29:30-14:33:05
14:33:05,14:33:10,JINGLE: RADIO CITY,14:33:05-14:33:10
14:33:10,14:34:58,PROGRAM: RJ SHAKTI,14:33:10-14:34:58
14:34:58,14:36:51,"PROGRAM: PART 2 PREMKUMAR, RJ PREMKUMAR",14:34:58-14:36:51
14:36:51,14:36:55,JINGLE: RADIO CITY,14:36:51-14:36:55
14:36:55,14:37:56,"AD: RADIOCITY, PONMAALAI POZHUDHU, RADIO, ENTERTAINMENT",14:36:55-14:37:56
14:37:56,14:38:03,"AD: ASTRA HEARING CARE, HEARING DIAGNOSTICS, SERVICE-MEDICAL,Â HEALTHCARE",14:37:56-14:38:03
14:38:03,14:38:07,JINGLE: RADIO CITY,14:38:03-14:38:07
14:38:07,14:38:16,JINGLE: RADIO CITY,14:38:07-14:38:16
14:38:16,14:38:35,"AD: ICAI CAMPUS, COACHING SERVICES, COACHING SERVICES,Â EDUCATION",14:38:16-14:38:35
14:38:35,14:38:51,"AD: HOTEL VIRUDUNAGAR, HOTEL & ACCOMMODATION, HOSPITALITY & RESORT, TRAVELÂ &Â TOURISM",14:38:35-14:38:51
14:38:51,14:39:00,"AD: DAVA INDIA, GENERIC MEDICINES, PHARMACEUTICALS, HEALTHCARE",14:38:51-14:39:00
14:39:00,14:39:06,"AD: THE EYE FOUNDATION, EYE CARE CLINIC, SERVICE-MEDICAL,Â HEALTHCARE",14:39:00-14:39:06
14:39:06,14:39:12,"AD: DR KAMATCHI HOSPTIAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL,Â HEALTHCARE",14:39:06-14:39:12
14:39:12,14:39:17,JINGLE: RADIO CITY,14:39:12-14:39:17
14:39:17,14:40:05,"AD: RADIOCITY, REEL STAR, RADIO, ENTERTAINMENT",14:39:17-14:40:05
14:40:05,14:40:22,JINGLE: RADIO CITY,14:40:05-14:40:22
14:40:22,14:43:58,"SONG: POTTALA MUTTAYE, SANTHOSH NARAYANAN & SUBLAHSHINI & VIVEK, THALAIVAN THALAIVII, SONY MUSIC SOUTH, 2024, TAMIL",14:40:22-14:43:58
14:43:58,14:44:25,JINGLE: RADIO CITY,14:43:58-14:44:25
14:44:25,14:47:49,"SONG: NET AH THORANDHA, HIPHOP TAMIZHA, NAA ORU ALIEN, THINK MUSIC, 2024, TAMIL",14:44:25-14:47:49
14:47:49,14:48:05,JINGLE: RADIO CITY,14:47:49-14:48:05
14:48:05,14:52:44,"SONG: ARADHYA, SID SRIRAM & CHINMAYI SRIPADA, KUSHI, MAITRI MOVIE MAKERS, 2023, TAMIL",14:48:05-14:52:44
14:52:44,14:52:54,"AD: DAVA INDIA, GENERIC MEDICINES, PHARMACEUTICALS, HEALTHCARE",14:52:44-14:52:54
14:52:54,14:53:01,"AD: THE EYE FOUNDATION, EYE CARE CLINIC, SERVICE-MEDICAL,Â HEALTHCARE",14:52:54-14:53:01
14:53:01,14:53:06,"AD: DR KAMATCHI HOSPTIAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL,Â HEALTHCARE",14:53:01-14:53:06
14:53:06,14:53:40,JINGLE: RADIO CITY,14:53:06-14:53:40
14:53:40,14:57:34,"SONG: AVAL, SANTHOSH NARAYANAN & PRADEEP & PRIYA HEMESH, MANITHAN, THINK MUSIC, 2016, TAMIL",14:53:40-14:57:34
14:57:34,14:57:39,JINGLE: RADIO CITY,14:57:34-14:57:39
14:57:39,14:58:27,PROGRAM: RJ SHAKTI,14:57:39-14:58:27
14:58:27,14:58:36,"AD: VGN KENSINGTON TOWERS, REAL ESTATE PROJECTS, PROPERTY-HOUSING,Â PROPERTY",14:58:27-14:58:36
14:58:36,14:58:42,"AD: DAVA INDIA, GENERIC MEDICINES, PHARMACEUTICALS, HEALTHCARE",14:58:36-14:58:42
14:58:42,14:58:48,"AD: SAIBOL, SKIN OINTMENT, PHARMACEUTICALS, HEALTHCARE",14:58:42-14:58:48
14:58:48,14:58:55,"AD: THE EYE FOUNDATION, EYE CARE CLINIC, SERVICE-MEDICAL,Â HEALTHCARE",14:58:48-14:58:55
14:58:55,14:59:00,"AD: DR KAMATCHI HOSPTIAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL,Â HEALTHCARE",14:58:55-14:59:00
14:59:00,14:59:05,JINGLE: RADIO CITY,14:59:00-14:59:05
14:59:05,14:59:34,"AD: SRM GLOBAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",14:59:05-14:59:34
14:59:34,14:59:45,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES,Â EDUCATION",14:59:34-14:59:45
14:59:45,14:59:59,JINGLE: RADIO CITY,14:59:45-14:59:59
15:00:00,15:00:04,JINGLE: RADIO CITY,15:00:00-15:00:04
15:00:04,15:03:49,"SONG: NALLAI ALLAI, A.R. RAHMAN & SATHYA PRAKASH & CHINMAYI SRIPADA, KAATRU VELIYIDAI, SONY MUSIC, 2017, TAMIL",15:00:04-15:03:49
15:03:49,15:05:02,JINGLE: RADIO CITY,15:03:49-15:05:02
15:05:02,15:08:12,"SONG: MADUTHU, KAVYA AJIT, INDEPENDENT SINGLE, MM ORIGINALS , 2024, TAMIL",15:05:02-15:08:12
15:08:12,15:08:21,JINLGE: MAZHAI THULIGAL SONG INTRO,15:08:12-15:08:21
15:08:21,15:12:11,"SONG: MAZHAI THULIGAL, SRINISHA JAYASEELAN & ADITHYA RK, SERENDIPITY, KEYS & VERSES COLLECTIVE, 2024, TAMIL",15:08:21-15:12:11
15:12:11,15:12:16,JINGLE: VACHI SEIYAPORA SONG INTRO,15:12:11-15:12:16
15:12:16,15:16:00,"SONG: VACHI SEIYAPORA, MARTIN KARTENJER, INDEPENDENT SINGLE, VIBE_N STUDIOS, 2024, TAMIL",15:12:16-15:16:00
15:16:00,15:16:05,JINGLE: RADIO CITY,15:16:00-15:16:05
15:16:05,15:17:00,PROGRAM: RJ SHAKTI,15:16:05-15:17:00
15:17:00,15:17:08,"AD: CANARA BANK, BANKING SERVICES, BANKING & FINANCE, FINANCE",15:17:00-15:17:08
15:17:08,15:17:14,"AD: ASTRA HEARING CARE, HEARING DIAGNOSTICS, SERVICE-MEDICAL,Â HEALTHCARE",15:17:08-15:17:14
15:17:14,15:17:19,"AD: FRESHEY'S, IDLI AND DOSA BATTER, FOOD PRODUCTS,Â FMCG",15:17:14-15:17:19
15:17:19,15:17:25,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES,Â EDUCATION",15:17:19-15:17:25
15:17:25,15:17:29,JINGLE: RADIO CITY,15:17:25-15:17:29
15:17:29,15:18:11,"AD: RADIO CITY, BUSINESS TITANS, RADIO, ENTERTAINMENT",15:17:29-15:18:11
15:18:11,15:18:21,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES,Â EDUCATION",15:18:11-15:18:21
15:18:21,15:18:31,"AD: SA COLLEGE OF ARTS & SCIENCE, UG & PG COURSES, HIGHER EDUCATION,Â EDUCATION",15:18:21-15:18:31
15:18:31,15:18:42,"AD: JOYALUKKAS, GOLD & DIAMOND JEWELLERY, ACCESSORIES-JEWELLERY, ACCESSORIES",15:18:31-15:18:42
15:18:42,15:18:58,"AD: SNEHALAYA SILKS, SILKS & SAREES, CLOTHING, TEXTILESÂ &Â APPARELS",15:18:42-15:18:58
15:18:58,15:19:18,"AD: SRM GLOBAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",15:18:58-15:19:18
15:19:18,15:19:34,"AD: RADIO CITY, BUSINESS TITANS, RADIO, ENTERTAINMENT",15:19:18-15:19:34
15:19:34,15:20:27,JINGLE: RADIO CITY,15:19:34-15:20:27
15:20:27,15:24:10,"SONG: KANGAANI, ARIVU, INDEPENDENT SINGLE, THECASTLEHILL & ARIVU, 2023, TAMIL",15:20:27-15:24:10
15:24:10,15:24:13,JINGLE: RADIO CITY,15:24:10-15:24:13
15:24:13,15:25:34,PROGRAM: RJ SHAKTI,15:24:13-15:25:34
15:25:34,15:26:27,"AD: RC SWAPPR, PODCASTS & SHOWS APP, DIGITAL MEDIA, ENTERTAINMENT",15:25:34-15:26:27
15:26:27,15:26:44,JINGLE: RADIO CITY,15:26:27-15:26:44
15:26:44,15:27:15,"AD: RESERVE BANK OF INDIA (RBI), BANKING SERVICES, BANKING & FINANCE, FINANCE",15:26:44-15:27:15
15:27:15,15:27:24,"AD: JOYALUKKAS, GOLD & DIAMOND JEWELLERY, ACCESSORIES-JEWELLERY, ACCESSORIES",15:27:15-15:27:24
15:27:24,15:27:35,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES,Â EDUCATION",15:27:24-15:27:35
15:27:35,15:28:09,JINGLE: RADIO CITY,15:27:35-15:28:09
15:28:09,15:30:28,"SONG: VENAM BABY, OFRO & ASAL KOLAAR & G.V. PRAKASH, INDEPENDENT SINGLE, OFRO MUSIC, 2022, TAMIL",15:28:09-15:30:28
15:30:28,15:31:04,JINGLE: RADIO CITY,15:30:28-15:31:04
15:31:04,15:34:30,"SONG: KUTTY PATTAS, SANTHOSH DHAYANIDHI & RAKSHITA SURESH, INDEPENDENT SINGLE, SAREGAMA SOUTH, 2021, TAMIL",15:31:04-15:34:30
15:34:30,15:34:34,JINGLE: RADIO CITY,15:34:30-15:34:34
15:34:34,15:35:47,PROGRAM: RJ SHAKTI,15:34:34-15:35:47
15:35:47,15:38:03,"PROGRAM: PART 2 PREMKUMAR, RJ PREMKUMAR",15:35:47-15:38:03
15:38:03,15:38:10,JINGLE: RADIO CITY,15:38:03-15:38:10
15:38:10,15:38:17,"AD: FRESHEY'S, CURD, FOOD PRODUCTS, FMCG",15:38:10-15:38:17
15:38:17,15:38:23,"AD: RR MOBILES, SMARTPHONE, CONSUMER DURABLES-SMARTPHONE, COSUMER DURABLES",15:38:17-15:38:23
15:38:23,15:38:28,JINGLE: RADIO CITY,15:38:23-15:38:28
15:38:28,15:38:38,"AD: SA COLLEGE OF ARTS & SCIENCE, UG & PG COURSES, HIGHER EDUCATION,Â EDUCATION",15:38:28-15:38:38
15:38:38,15:38:49,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES,Â EDUCATION",15:38:38-15:38:49
15:38:49,15:39:37,"AD: RADIOCITY, REEL STAR, RADIO, ENTERTAINMENT",15:38:49-15:39:37
15:39:37,15:39:56,JINGLE: RADIO CITY,15:39:37-15:39:56
15:39:56,15:40:05,JINGLE: LOVENDRA CCASSANDRA SONG INTRO,15:39:56-15:40:05
15:40:05,15:43:22,"SONG: LOVENDRA CASSANDRA, MARSHALL ROBINSON & SATHYA PRAKASH & SHILVI SHARON, THINK INDIE, THINK MUSIC, 2023, TAMIL",15:40:05-15:43:22
15:43:22,15:43:24,JINGLE: RADIO CITY,15:43:22-15:43:24
15:43:24,15:45:57,PROGRAM: RJ SHAKTI,15:43:24-15:45:57
15:45:57,15:49:16,"SONG: PATTA KATHTHI KANNALA, SRIKANTH DEVA & KADHAL MATHI & SAM VISHAL & SRINISHA JAYASEELAN, INDEPENDENT SINGLE, SRIKANTH DEVA MUSICAL, 2024, TAMIL",15:45:57-15:49:16
15:49:16,15:49:25,"AD: DAVA INDIA, GENERIC MEDICINES, PHARMACEUTICALS, HEALTHCARE",15:49:16-15:49:25
15:49:25,15:49:31,"AD: THE EYE FOUNDATION, EYE CARE CLINIC, SERVICE-MEDICAL,Â HEALTHCARE",15:49:25-15:49:31
15:49:31,15:49:37,"AD: DR KAMATCHI HOSPTIAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL,Â HEALTHCARE",15:49:31-15:49:37
15:49:37,15:50:05,JINGLE: RADIO CITY,15:49:37-15:50:05
15:50:05,15:53:50,"SONG: ELAY MAKKA, GIRISHH G & ANDREA JEREMIAH & SATHYAPRAKASH & SANJAY SUBRAHMANYAN & NAVZ-47, COKE STUDIO TAMIL, COKE STUDIO, 2023, TAMIL",15:50:05-15:53:50
15:53:50,15:54:10,JINGLE: RADIO CITY,15:53:50-15:54:10
15:54:10,15:58:20,"SONG: HEY SIRI, KIRAN SURATH N & ADITHYA RK, THINK INDIE, THINK MUSIC, 2023, TAMIL",15:54:10-15:58:20
15:58:20,15:58:38,"AD: RADIO CITY, CITY BAZAR, RADIO, ENTERTAINMENT",15:58:20-15:58:38
15:58:38,15:58:50,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES,Â EDUCATION",15:58:38-15:58:50
15:58:50,15:59:00,"AD: HOTEL VIRUDUNAGAR, HOTEL & ACCOMMODATION, HOSPITALITY & RESORT, TRAVELÂ &Â TOURISM",15:58:50-15:59:00
15:59:00,15:59:10,"AD: ANUJ TILES, CERAMIC TILES, BUILDING MATERIALS, CONSTRUCTIONS",15:59:00-15:59:10
15:59:10,15:59:19,JINGLE: RADIO CITY,15:59:10-15:59:19
15:59:19,15:59:24,"AD: VGN KENSINGTON TOWERS, REAL ESTATE PROJECTS, PROPERTY-HOUSING,Â PROPERTY",15:59:19-15:59:24
15:59:24,15:59:29,"AD: DAVA INDIA, GENERIC MEDICINES, PHARMACEUTICALS, HEALTHCARE",15:59:24-15:59:29
15:59:29,15:59:36,"AD: SAIBOL, SKIN OINTMENT, PHARMACEUTICALS, HEALTHCARE",15:59:29-15:59:36
15:59:36,15:59:42,"AD: THE EYE FOUNDATION, EYE CARE CLINIC, SERVICE-MEDICAL,Â HEALTHCARE",15:59:36-15:59:42
15:59:42,15:59:47,"AD: DR KAMATCHI HOSPTIAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL,Â HEALTHCARE",15:59:42-15:59:47
15:59:47,15:59:52,JINGLE: RADIO CITY,15:59:47-15:59:52
15:59:52,15:59:59,"AD: SA COLLEGE OF ARTS & SCIENCE, UG & PG COURSES, HIGHER EDUCATION,Â EDUCATION",15:59:52-15:59:59
16:00:00,16:00:02,"AD: SA COLLEGE OF ARTS & SCIENCE, UG & PG COURSES, HIGHER EDUCATION,Â EDUCATION",16:00:00-16:00:02
16:00:02,16:00:17,"AD: JOYALUKKAS, GOLD & DIAMOND JEWELLERY, ACCESSORIES-JEWELLERY, ACCESSORIES",16:00:02-16:00:17
16:00:17,16:00:33,"AD: SNEHALAYA SILKS, SILKS & SAREES, CLOTHING, TEXTILESÂ &Â APPARELS",16:00:17-16:00:33
16:00:33,16:00:44,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES,Â EDUCATION",16:00:33-16:00:44
16:00:44,16:01:12,JINGLE: RADIO CITY,16:00:44-16:01:12
16:01:12,16:04:11,"SONG: KANNA PINNA, SAISHARAN, INDEPENDENT SINGLE, INDEPENDENT LABEL, 2023, TAMIL",16:01:12-16:04:11
16:04:11,16:05:11,JINGLE: RADIO CITY,16:04:11-16:05:11
16:05:11,16:08:58,"SONG: DHEEMA, ANIRUDH RAVICHANDER, LOVE INSURANCE KOMPANY, SRI VENKATESWARA CREATIONS, 2024, TAMIL",16:05:11-16:08:58
16:08:58,16:09:27,JINGLE: RADIO CITY,16:08:58-16:09:27
16:09:27,16:12:39,"SONG: PATHIKICHU, ANIRUDH RAVICHANDER & YOGISEKAR & AMOGH BALAJI, VIDAAMUYARCHI, LYCA PRODUCTIONS, 2024, TAMIL",16:09:27-16:12:39
16:12:39,16:12:45,JINGLE: RADIO CITY,16:12:39-16:12:45
16:12:45,16:13:52,"PROGRAM: CITY LIBRARY, RJ SHAKTI",16:12:45-16:13:52
16:13:52,16:16:06,"PROGRAM: RADIO CITY , RJ BARATH",16:13:52-16:16:06
16:16:06,16:16:11,JINGLE: RADIO CITY,16:16:06-16:16:11
16:16:11,16:16:20,"AD: FRESHEY'S, CURD, FOOD PRODUCTS, FMCG",16:16:11-16:16:20
16:16:20,16:16:26,"AD: RR MOBILES, SMARTPHONE, CONSUMER DURABLES-SMARTPHONE, COSUMER DURABLES",16:16:20-16:16:26
16:16:26,16:16:39,JINGLE: RADIO CITY,16:16:26-16:16:39
16:16:39,16:17:20,"AD: RADIO CITY, BUSINESS TITANS, RADIO, ENTERTAINMENT",16:16:39-16:17:20
16:17:20,16:17:44,"AD: SRM GLOBAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",16:17:20-16:17:44
16:17:44,16:18:05,"AD: ICAI CAMPUS, COACHING SERVICES, COACHING SERVICES,Â EDUCATION",16:17:44-16:18:05
16:18:05,16:18:53,"AD: RADIOCITY, REEL STAR, RADIO, ENTERTAINMENT",16:18:05-16:18:53
16:18:53,16:19:08,JINGLE: O MAARA SONG INTRO,16:18:53-16:19:08
16:19:08,16:21:49,"SONG: O MAARA, PAAL DABBA & A.R. RAHMAN, THUG LIFE, MADRAS TALKIES & RED GIANT MOVIES, 2024, TAMIL",16:19:08-16:21:49
16:21:49,16:22:06,JINGLE: RADIO CITY,16:21:49-16:22:06
16:22:06,16:25:56,"SONG: MALARE MOUNAMA, S.P. BALASUBRAHMANYAM & S. JANAKI, KARNA, SONY MUSIC ENTERTAINMENT, 1995, TAMIL",16:22:06-16:25:56
16:25:56,16:26:04,JINGLE: RADIO CITY,16:25:56-16:26:04
16:26:04,16:26:19,"AD: SNEHALAYA SILKS, SILKS & SAREES, CLOTHING, TEXTILESÂ &Â APPARELS",16:26:04-16:26:19
16:26:19,16:26:35,"AD: ANUJ TILES, CERAMIC TILES, BUILDING MATERIALS, CONSTRUCTIONS",16:26:19-16:26:35
16:26:35,16:27:05,"AD: RESERVE BANK OF INDIA (RBI), BANKING SERVICES, BANKING & FINANCE, FINANCE",16:26:35-16:27:05
16:27:05,16:27:25,"AD: ICAI CAMPUS, COACHING SERVICES, COACHING SERVICES,Â EDUCATION",16:27:05-16:27:25
16:27:25,16:27:39,JINGLE: RADIO CITY,16:27:25-16:27:39
16:27:39,16:30:55,"SONG: CHELLA KALLIYE, SAM C.S. & KAPIL KAPILAN, PARKING, THINK MUSIC, 2023, TAMIL",16:27:39-16:30:55
16:30:55,16:32:28,"PROGRAM: CITY LIBRARY, RJ SHAKTI",16:30:55-16:32:28
16:32:28,16:32:35,"AD: CANARA BANK, BANKING SERVICES, BANKING & FINANCE, FINANCE",16:32:28-16:32:35
16:32:35,16:32:40,"AD: ASTRA HEARING CARE, HEARING DIAGNOSTICS, SERVICE-MEDICAL,Â HEALTHCARE",16:32:35-16:32:40
16:32:40,16:32:46,"AD: FRESHEY'S, IDLI AND DOSA BATTER, FOOD PRODUCTS, FMCG",16:32:40-16:32:46
16:32:46,16:32:52,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES,Â EDUCATION",16:32:46-16:32:52
16:32:52,16:32:56,JINGLE: RADIO CITY,16:32:52-16:32:56
16:32:56,16:33:57,"AD: RADIOCITY, PONMAALAI POZHUDHU, RADIO, ENTERTAINMENT",16:32:56-16:33:57
16:33:57,16:34:03,"AD: ASTRA HEARING CARE, HEARING DIAGNOSTICS, SERVICE-MEDICAL,Â HEALTHCARE",16:33:57-16:34:03
16:34:03,16:34:08,JINGLE: RADIO CITY,16:34:03-16:34:08
16:34:08,16:34:18,"AD: KINGMAKERS IAS ACADEMY, COACHING INSTITUTE, COACHING SERVICES,Â EDUCATION",16:34:08-16:34:18
16:34:18,16:34:33,"AD: SNEHALAYA SILKS, SILKS & SAREES, CLOTHING, TEXTILESÂ &Â APPARELS",16:34:18-16:34:33
16:34:33,16:34:49,"AD: ANUJ TILES, CERAMIC TILES, BUILDING MATERIALS, CONSTRUCTIONS",16:34:33-16:34:49
16:34:49,16:35:20,"AD: SRM GLOBAL, MULTISPECIALITY HOSPITAL, SERVICE-MEDICAL, HEALTHCARE",16:34:49-16:35:20
